Participant,adherhent_Q#,P2_rating,P1_5_Q_avg,P1_Q_#,delta
13,2_7,7,None,0,None
13,2_11,7,None,0,None
13,2_14,6,2.8,5,3.2
13,2_19,6,3.6,5,2.4
13,2_20,7,4.6,5,2.4000000000000004
13,2_23,7,3.2,5,3.8
13,2_24,6,2.8,5,3.2
13,2_39,7,4.2,5,2.8
13,2_40,7,4.4,5,2.5999999999999996
13,2_53,7,4.2,5,2.8
13,2_59,6,5.0,5,1.0
13,2_64,6,4.8,5,1.2000000000000002
13,2_68,5,3.2,5,1.7999999999999998
13,2_69,5,2.6,5,2.4
13,2_74,3,2.4,5,0.6000000000000001
13,2_77,7,4.2,5,2.8
13,2_96,5,4.0,5,1.0
13,2_99,6,3.4,5,2.6
13,4_1,5,None,0,None
13,4_2,5,None,0,None
13,4_3,4,None,0,None
13,4_4,5,None,0,None
13,4_5,4,None,0,None
13,4_6,5,None,0,None
13,4_7,2,None,0,None
13,4_8,2,None,0,None
13,4_9,3,None,0,None
13,4_10,2,None,0,None
14,0_4,2,None,0,None
14,0_5,2,None,0,None
14,0_16,2,None,0,None
14,0_18,3,None,0,None
14,0_20,2,None,0,None
14,0_21,2,None,0,None
14,0_31,3,None,0,None
14,0_38,2,None,0,None
14,0_40,3,None,0,None
14,0_48,6,None,0,None
14,0_52,2,None,0,None
14,0_58,2,None,0,None
14,0_59,2,None,0,None
14,0_61,4,None,0,None
14,0_65,2,None,0,None
14,0_91,2,None,0,None
14,0_94,2,None,0,None
14,0_99,3,None,0,None
14,1_15,4,None,0,None
14,1_24,4,None,0,None
14,1_36,2,None,0,None
14,1_45,4,None,0,None
14,1_47,2,None,0,None
14,1_62,4,None,0,None
14,1_66,3,4.2,5,-1.2000000000000002
14,1_77,7,3.2,5,3.8
14,1_85,3,3.2,5,-0.20000000000000018
14,1_86,2,2.6,5,-0.6000000000000001
14,1_97,2,3.4,5,-1.4
14,2_7,2,2.2,5,-0.20000000000000018
14,2_11,2,2.4,5,-0.3999999999999999
14,2_14,2,2.0,5,0.0
14,2_19,2,2.2,5,-0.20000000000000018
14,2_20,3,2.2,5,0.7999999999999998
14,2_23,2,2.6,5,-0.6000000000000001
14,2_24,2,2.0,5,0.0
14,2_39,2,2.0,5,0.0
14,2_40,2,2.2,5,-0.20000000000000018
14,2_53,2,2.4,5,-0.3999999999999999
14,2_59,2,None,0,None
14,2_64,2,None,0,None
14,2_68,2,None,0,None
14,2_69,2,None,0,None
14,2_74,2,None,0,None
14,2_77,2,None,0,None
14,2_96,2,None,0,None
14,2_99,2,None,0,None
14,4_1,2,None,0,None
14,4_2,2,None,0,None
14,4_3,2,None,0,None
14,4_4,2,None,0,None
14,4_5,4,None,0,None
14,4_6,2,None,0,None
14,4_7,2,None,0,None
14,4_8,2,None,0,None
14,4_9,2,None,0,None
14,4_10,2,None,0,None
15,0_4,4,3.6,5,0.3999999999999999
15,0_5,3,2.6,5,0.3999999999999999
15,0_16,4,3.4,5,0.6000000000000001
15,0_18,6,4.2,5,1.7999999999999998
15,0_20,3,3.0,5,0.0
15,0_21,2,3.0,5,-1.0
15,0_31,3,3.8,5,-0.7999999999999998
15,0_38,6,5.0,5,1.0
15,0_40,4,3.2,5,0.7999999999999998
15,0_48,5,4.8,5,0.20000000000000018
15,0_52,3,2.6,5,0.3999999999999999
15,0_58,3,5.0,5,-2.0
15,0_59,5,3.8,5,1.2000000000000002
15,0_61,4,3.8,5,0.20000000000000018
15,0_65,5,4.2,5,0.7999999999999998
15,0_91,2,3.0,5,-1.0
15,0_94,6,3.8,5,2.2
15,0_99,4,4.2,5,-0.20000000000000018
15,1_15,7,None,0,None
15,1_24,6,None,0,None
15,1_36,4,None,0,None
15,1_45,4,None,0,None
15,1_47,4,None,0,None
15,1_62,4,None,0,None
15,1_66,3,None,0,None
15,1_77,3,None,0,None
15,1_85,5,None,0,None
15,1_86,5,None,0,None
15,1_97,3,None,0,None
15,2_7,4,None,0,None
15,2_11,2,None,0,None
15,2_14,2,None,0,None
15,2_19,2,None,0,None
15,2_20,3,None,0,None
15,2_23,5,None,0,None
15,2_24,3,None,0,None
15,2_39,3,None,0,None
15,2_40,6,None,0,None
15,2_53,3,None,0,None
15,2_59,3,None,0,None
15,2_64,4,None,0,None
15,2_68,2,None,0,None
15,2_69,2,None,0,None
15,2_74,2,None,0,None
15,2_77,3,None,0,None
15,2_96,3,None,0,None
15,2_99,2,None,0,None
15,4_1,2,None,0,None
15,4_2,2,None,0,None
15,4_3,2,None,0,None
15,4_4,1,None,0,None
15,4_5,3,None,0,None
15,4_6,3,None,0,None
15,4_7,2,None,0,None
15,4_8,2,None,0,None
15,4_9,2,None,0,None
15,4_10,2,None,0,None
16,0_4,4,None,0,None
16,0_5,3,None,0,None
16,0_16,5,None,0,None
16,0_18,5,None,0,None
16,0_20,6,None,0,None
16,0_21,5,None,0,None
16,0_31,6,None,0,None
16,0_38,6,None,0,None
16,0_40,4,None,0,None
16,0_48,5,None,0,None
16,0_52,5,None,0,None
16,0_58,5,None,0,None
16,0_59,6,None,0,None
16,0_61,4,None,0,None
16,0_65,6,None,0,None
16,0_91,6,None,0,None
16,0_94,4,None,0,None
16,0_99,4,None,0,None
16,1_15,5,None,0,None
16,1_24,7,None,0,None
16,1_36,5,None,0,None
16,1_45,5,None,0,None
16,1_47,6,None,0,None
16,1_62,6,None,0,None
16,1_66,4,6.4,5,-2.4000000000000004
16,1_77,6,5.8,5,0.20000000000000018
16,1_85,6,5.2,5,0.7999999999999998
16,1_86,5,5.2,5,-0.20000000000000018
16,1_97,4,5.8,5,-1.7999999999999998
16,2_7,5,4.4,5,0.5999999999999996
16,2_11,6,5.2,5,0.7999999999999998
16,2_14,3,4.8,5,-1.7999999999999998
16,2_19,4,4.2,5,-0.20000000000000018
16,2_20,4,5.4,5,-1.4000000000000004
16,2_23,4,4.6,5,-0.5999999999999996
16,2_24,5,5.0,5,0.0
16,2_39,5,5.0,5,0.0
16,2_40,7,4.8,5,2.2
16,2_53,4,5.0,5,-1.0
16,2_59,5,None,0,None
16,2_64,4,None,0,None
16,2_68,6,None,0,None
16,2_69,5,None,0,None
16,2_74,6,None,0,None
16,2_77,6,None,0,None
16,2_96,6,None,0,None
16,2_99,6,None,0,None
16,4_1,7,None,0,None
16,4_2,5,None,0,None
16,4_3,6,None,0,None
16,4_4,3,None,0,None
16,4_5,3,None,0,None
16,4_6,4,None,0,None
16,4_7,5,None,0,None
16,4_8,3,None,0,None
16,4_9,4,None,0,None
16,4_10,3,None,0,None
17,0_4,3,4.4,5,-1.4000000000000004
17,0_5,3,4.0,5,-1.0
17,0_16,3,4.2,5,-1.2000000000000002
17,0_18,4,4.4,5,-0.40000000000000036
17,0_20,3,4.2,5,-1.2000000000000002
17,0_21,3,4.2,5,-1.2000000000000002
17,0_31,2,4.2,5,-2.2
17,0_38,2,4.4,5,-2.4000000000000004
17,0_40,3,4.2,5,-1.2000000000000002
17,0_48,2,4.8,5,-2.8
17,0_52,3,4.2,5,-1.2000000000000002
17,0_58,4,4.2,5,-0.20000000000000018
17,0_59,3,4.0,5,-1.0
17,0_61,3,4.2,5,-1.2000000000000002
17,0_65,3,4.8,5,-1.7999999999999998
17,0_91,3,4.4,5,-1.4000000000000004
17,0_94,3,4.8,5,-1.7999999999999998
17,0_99,4,3.8,5,0.20000000000000018
17,1_15,3,None,0,None
17,1_24,3,None,0,None
17,1_36,3,None,0,None
17,1_45,3,None,0,None
17,1_47,2,None,0,None
17,1_62,3,None,0,None
17,1_66,3,None,0,None
17,1_77,2,None,0,None
17,1_85,3,None,0,None
17,1_86,3,None,0,None
17,1_97,4,None,0,None
17,2_7,2,None,0,None
17,2_11,3,None,0,None
17,2_14,4,None,0,None
17,2_19,2,None,0,None
17,2_20,2,None,0,None
17,2_23,3,None,0,None
17,2_24,3,None,0,None
17,2_39,4,None,0,None
17,2_40,4,None,0,None
17,2_53,3,None,0,None
17,2_59,3,None,0,None
17,2_64,3,None,0,None
17,2_68,3,None,0,None
17,2_69,3,None,0,None
17,2_74,4,None,0,None
17,2_77,3,None,0,None
17,2_96,4,None,0,None
17,2_99,3,None,0,None
17,4_1,3,None,0,None
17,4_2,3,None,0,None
17,4_3,3,None,0,None
17,4_4,3,None,0,None
17,4_5,3,None,0,None
17,4_6,4,None,0,None
17,4_7,2,None,0,None
17,4_8,3,None,0,None
17,4_9,3,None,0,None
17,4_10,3,None,0,None
18,0_4,3,4.0,5,-1.0
18,0_5,3,4.6,5,-1.5999999999999996
18,0_16,5,4.0,5,1.0
18,0_18,6,4.2,5,1.7999999999999998
18,0_20,5,4.4,5,0.5999999999999996
18,0_21,3,4.8,5,-1.7999999999999998
18,0_31,3,4.0,5,-1.0
18,0_38,4,4.4,5,-0.40000000000000036
18,0_40,5,4.6,5,0.40000000000000036
18,0_48,6,None,0,None
18,0_52,3,None,0,None
18,0_58,6,None,0,None
18,0_59,5,None,0,None
18,0_61,5,None,0,None
18,0_65,3,None,0,None
18,0_91,5,None,0,None
18,0_94,3,None,0,None
18,0_99,5,None,0,None
18,1_15,6,None,0,None
18,1_24,5,None,0,None
18,1_36,6,None,0,None
18,1_45,4,None,0,None
18,1_47,4,None,0,None
18,1_62,6,None,0,None
18,1_66,3,None,0,None
18,1_77,1,None,0,None
18,1_85,7,None,0,None
18,1_86,4,None,0,None
18,1_97,3,None,0,None
18,2_7,3,None,0,None
18,2_11,5,None,0,None
18,2_14,5,None,0,None
18,2_19,3,None,0,None
18,2_20,6,None,0,None
18,2_23,6,None,0,None
18,2_24,6,None,0,None
18,2_39,4,None,0,None
18,2_40,7,None,0,None
18,2_53,3,None,0,None
18,2_59,4,None,0,None
18,2_64,5,None,0,None
18,2_68,4,None,0,None
18,2_69,6,None,0,None
18,2_74,5,None,0,None
18,2_77,3,None,0,None
18,2_96,4,None,0,None
18,2_99,4,None,0,None
18,4_1,4,4.0,5,0.0
18,4_2,5,3.4,5,1.6
18,4_3,4,4.4,5,-0.40000000000000036
18,4_4,7,3.8,5,3.2
18,4_5,5,5.0,5,0.0
18,4_6,5,4.4,5,0.5999999999999996
18,4_7,4,4.0,5,0.0
18,4_8,6,4.2,5,1.7999999999999998
18,4_9,5,4.2,5,0.7999999999999998
18,4_10,3,3.8,5,-0.7999999999999998
19,0_4,3,None,0,None
19,0_5,4,None,0,None
19,0_16,4,None,0,None
19,0_18,4,None,0,None
19,0_20,3,None,0,None
19,0_21,3,None,0,None
19,0_31,3,None,0,None
19,0_38,3,None,0,None
19,0_40,3,None,0,None
19,0_48,3,None,0,None
19,0_52,4,None,0,None
19,0_58,4,None,0,None
19,0_59,4,None,0,None
19,0_61,2,None,0,None
19,0_65,4,None,0,None
19,0_91,4,None,0,None
19,0_94,4,None,0,None
19,0_99,3,None,0,None
19,1_15,4,None,0,None
19,1_24,3,None,0,None
19,1_36,2,None,0,None
19,1_45,5,None,0,None
19,1_47,3,None,0,None
19,1_62,3,None,0,None
19,1_66,4,4.6,5,-0.5999999999999996
19,1_77,4,3.4,5,0.6000000000000001
19,1_85,4,3.8,5,0.20000000000000018
19,1_86,4,2.8,5,1.2000000000000002
19,1_97,4,2.6,5,1.4
19,2_7,4,2.2,5,1.7999999999999998
19,2_11,2,2.2,5,-0.20000000000000018
19,2_14,4,2.2,5,1.7999999999999998
19,2_19,3,2.8,5,0.20000000000000018
19,2_20,3,2.8,5,0.20000000000000018
19,2_23,3,2.6,5,0.3999999999999999
19,2_24,2,2.2,5,-0.20000000000000018
19,2_39,4,2.6,5,1.4
19,2_40,3,3.0,5,0.0
19,2_53,2,2.8,5,-0.7999999999999998
19,2_59,3,None,0,None
19,2_64,3,None,0,None
19,2_68,3,None,0,None
19,2_69,4,None,0,None
19,2_74,3,None,0,None
19,2_77,3,None,0,None
19,2_96,3,None,0,None
19,2_99,3,None,0,None
19,4_1,3,None,0,None
19,4_2,2,None,0,None
19,4_3,3,None,0,None
19,4_4,5,None,0,None
19,4_5,4,None,0,None
19,4_6,3,None,0,None
19,4_7,4,None,0,None
19,4_8,2,None,0,None
19,4_9,3,None,0,None
19,4_10,3,None,0,None
20,0_4,4,None,0,None
20,0_5,5,None,0,None
20,0_16,6,None,0,None
20,0_18,6,None,0,None
20,0_20,5,None,0,None
20,0_21,5,None,0,None
20,0_31,6,None,0,None
20,0_38,6,None,0,None
20,0_40,6,None,0,None
20,0_48,5,4.8,5,0.20000000000000018
20,0_52,4,3.4,5,0.6000000000000001
20,0_58,6,4.0,5,2.0
20,0_59,6,5.0,5,1.0
20,0_61,7,3.8,5,3.2
20,0_65,6,4.6,5,1.4000000000000004
20,0_91,6,3.6,5,2.4
20,0_94,6,3.4,5,2.6
20,0_99,5,4.2,5,0.7999999999999998
20,1_15,4,3.4,5,0.6000000000000001
20,1_24,6,3.8,5,2.2
20,1_36,4,4.6,5,-0.5999999999999996
20,1_45,4,3.4,5,0.6000000000000001
20,1_47,4,4.8,5,-0.7999999999999998
20,1_62,6,4.0,5,2.0
20,1_66,6,None,0,None
20,1_77,5,None,0,None
20,1_85,7,None,0,None
20,1_86,5,None,0,None
20,1_97,6,None,0,None
20,2_7,4,None,0,None
20,2_11,4,None,0,None
20,2_14,5,None,0,None
20,2_19,5,None,0,None
20,2_20,5,None,0,None
20,2_23,5,None,0,None
20,2_24,4,None,0,None
20,2_39,4,None,0,None
20,2_40,5,None,0,None
20,2_53,6,None,0,None
20,2_59,5,None,0,None
20,2_64,6,None,0,None
20,2_68,6,None,0,None
20,2_69,6,None,0,None
20,2_74,6,None,0,None
20,2_77,5,None,0,None
20,2_96,6,None,0,None
20,2_99,6,None,0,None
20,4_1,4,None,0,None
20,4_2,4,None,0,None
20,4_3,6,None,0,None
20,4_4,4,None,0,None
20,4_5,5,None,0,None
20,4_6,5,None,0,None
20,4_7,4,None,0,None
20,4_8,6,None,0,None
20,4_9,4,None,0,None
20,4_10,4,None,0,None
21,0_4,3,2.2,5,0.7999999999999998
21,0_5,2,2.0,5,0.0
21,0_16,3,2.4,5,0.6000000000000001
21,0_18,3,2.6,5,0.3999999999999999
21,0_20,4,2.2,5,1.7999999999999998
21,0_21,3,2.2,5,0.7999999999999998
21,0_31,3,2.4,5,0.6000000000000001
21,0_38,4,2.8,5,1.2000000000000002
21,0_40,3,2.0,5,1.0
21,0_48,3,3.2,5,-0.20000000000000018
21,0_52,2,2.2,5,-0.20000000000000018
21,0_58,2,2.0,5,0.0
21,0_59,4,2.2,5,1.7999999999999998
21,0_61,4,3.0,5,1.0
21,0_65,4,2.2,5,1.7999999999999998
21,0_91,3,2.4,5,0.6000000000000001
21,0_94,4,2.6,5,1.4
21,0_99,3,2.8,5,0.20000000000000018
21,1_15,4,None,0,None
21,1_24,6,None,0,None
21,1_36,3,None,0,None
21,1_45,3,None,0,None
21,1_47,3,None,0,None
21,1_62,3,None,0,None
21,1_66,4,None,0,None
21,1_77,6,None,0,None
21,1_85,4,None,0,None
21,1_86,2,None,0,None
21,1_97,3,None,0,None
21,2_7,3,None,0,None
21,2_11,2,None,0,None
21,2_14,2,None,0,None
21,2_19,3,None,0,None
21,2_20,3,None,0,None
21,2_23,4,None,0,None
21,2_24,4,None,0,None
21,2_39,3,None,0,None
21,2_40,4,None,0,None
21,2_53,2,None,0,None
21,2_59,4,None,0,None
21,2_64,5,None,0,None
21,2_68,3,None,0,None
21,2_69,3,None,0,None
21,2_74,2,None,0,None
21,2_77,3,None,0,None
21,2_96,4,None,0,None
21,2_99,3,None,0,None
21,4_1,2,None,0,None
21,4_2,2,None,0,None
21,4_3,2,None,0,None
21,4_4,2,None,0,None
21,4_5,2,None,0,None
21,4_6,2,None,0,None
21,4_7,2,None,0,None
21,4_8,2,None,0,None
21,4_9,2,None,0,None
21,4_10,2,None,0,None
22,0_4,5,3.2,5,1.7999999999999998
22,0_5,3,3.6,5,-0.6000000000000001
22,0_16,5,3.8,5,1.2000000000000002
22,0_18,4,4.6,5,-0.5999999999999996
22,0_20,3,3.2,5,-0.20000000000000018
22,0_21,4,4.4,5,-0.40000000000000036
22,0_31,4,3.6,5,0.3999999999999999
22,0_38,6,4.4,5,1.5999999999999996
22,0_40,4,3.6,5,0.3999999999999999
22,0_48,4,None,0,None
22,0_52,3,None,0,None
22,0_58,3,None,0,None
22,0_59,5,None,0,None
22,0_61,4,None,0,None
22,0_65,4,None,0,None
22,0_91,5,None,0,None
22,0_94,3,None,0,None
22,0_99,6,None,0,None
22,1_15,6,None,0,None
22,1_24,5,None,0,None
22,1_36,6,None,0,None
22,1_45,3,None,0,None
22,1_47,4,None,0,None
22,1_62,6,None,0,None
22,1_66,6,None,0,None
22,1_77,7,None,0,None
22,1_85,5,None,0,None
22,1_86,4,None,0,None
22,1_97,5,None,0,None
22,2_7,3,None,0,None
22,2_11,3,None,0,None
22,2_14,3,None,0,None
22,2_19,3,None,0,None
22,2_20,3,None,0,None
22,2_23,3,None,0,None
22,2_24,4,None,0,None
22,2_39,3,None,0,None
22,2_40,4,None,0,None
22,2_53,3,None,0,None
22,2_59,3,None,0,None
22,2_64,5,None,0,None
22,2_68,3,None,0,None
22,2_69,2,None,0,None
22,2_74,4,None,0,None
22,2_77,5,None,0,None
22,2_96,3,None,0,None
22,2_99,4,None,0,None
22,4_1,3,2.4,5,0.6000000000000001
22,4_2,3,3.0,5,0.0
22,4_3,1,2.8,5,-1.7999999999999998
22,4_4,3,3.0,5,0.0
22,4_5,3,3.0,5,0.0
22,4_6,3,2.6,5,0.3999999999999999
22,4_7,2,2.2,5,-0.20000000000000018
22,4_8,2,2.2,5,-0.20000000000000018
22,4_9,2,2.6,5,-0.6000000000000001
22,4_10,3,2.0,5,1.0
23,0_4,5,2.8,5,2.2
23,0_5,5,2.4,5,2.6
23,0_16,6,3.8,5,2.2
23,0_18,7,6.0,5,1.0
23,0_20,4,2.4,5,1.6
23,0_21,5,3.4,5,1.6
23,0_31,6,4.2,5,1.7999999999999998
23,0_38,7,4.4,5,2.5999999999999996
23,0_40,5,3.2,5,1.7999999999999998
23,0_48,7,None,0,None
23,0_52,3,None,0,None
23,0_58,6,None,0,None
23,0_59,6,None,0,None
23,0_61,7,None,0,None
23,0_65,7,None,0,None
23,0_91,5,None,0,None
23,0_94,6,None,0,None
23,0_99,7,None,0,None
23,1_15,7,None,0,None
23,1_24,7,None,0,None
23,1_36,6,None,0,None
23,1_45,7,None,0,None
23,1_47,6,None,0,None
23,1_62,7,None,0,None
23,1_66,7,None,0,None
23,1_77,6,None,0,None
23,1_85,7,None,0,None
23,1_86,7,None,0,None
23,1_97,7,None,0,None
23,2_7,4,None,0,None
23,2_11,3,None,0,None
23,2_14,4,None,0,None
23,2_19,3,None,0,None
23,2_20,4,None,0,None
23,2_23,4,None,0,None
23,2_24,2,None,0,None
23,2_39,3,None,0,None
23,2_40,5,None,0,None
23,2_53,6,None,0,None
23,2_59,4,None,0,None
23,2_64,5,None,0,None
23,2_68,2,None,0,None
23,2_69,2,None,0,None
23,2_74,2,None,0,None
23,2_77,6,None,0,None
23,2_96,2,None,0,None
23,2_99,5,None,0,None
23,4_1,2,2.2,5,-0.20000000000000018
23,4_2,3,2.4,5,0.6000000000000001
23,4_3,2,2.0,5,0.0
23,4_4,2,2.0,5,0.0
23,4_5,3,2.4,5,0.6000000000000001
23,4_6,2,2.4,5,-0.3999999999999999
23,4_7,2,2.0,5,0.0
23,4_8,2,2.0,5,0.0
23,4_9,2,2.0,5,0.0
23,4_10,2,2.2,5,-0.20000000000000018
24,0_4,2,None,0,None
24,0_5,2,None,0,None
24,0_16,2,None,0,None
24,0_18,3,None,0,None
24,0_20,2,None,0,None
24,0_21,2,None,0,None
24,0_31,2,None,0,None
24,0_38,3,None,0,None
24,0_40,2,None,0,None
24,0_48,2,None,0,None
24,0_52,2,None,0,None
24,0_58,2,None,0,None
24,0_59,2,None,0,None
24,0_61,5,None,0,None
24,0_65,2,None,0,None
24,0_91,2,None,0,None
24,0_94,2,None,0,None
24,0_99,2,None,0,None
24,1_15,4,None,0,None
24,1_24,2,None,0,None
24,1_36,3,None,0,None
24,1_45,2,None,0,None
24,1_47,2,None,0,None
24,1_62,2,None,0,None
24,1_66,5,None,0,None
24,1_77,5,None,0,None
24,1_85,4,None,0,None
24,1_86,3,None,0,None
24,1_97,3,None,0,None
24,2_7,2,None,0,None
24,2_11,2,None,0,None
24,2_14,2,None,0,None
24,2_19,2,None,0,None
24,2_20,2,None,0,None
24,2_23,2,None,0,None
24,2_24,2,None,0,None
24,2_39,2,None,0,None
24,2_40,2,None,0,None
24,2_53,2,None,0,None
24,2_59,2,2.4,5,-0.3999999999999999
24,2_64,3,2.0,5,1.0
24,2_68,2,2.2,5,-0.20000000000000018
24,2_69,2,2.2,5,-0.20000000000000018
24,2_74,2,2.0,5,0.0
24,2_77,3,3.0,5,0.0
24,2_96,2,2.2,5,-0.20000000000000018
24,2_99,2,2.4,5,-0.3999999999999999
24,4_1,2,2.0,5,0.0
24,4_2,2,2.0,5,0.0
24,4_3,2,2.0,5,0.0
24,4_4,2,2.0,5,0.0
24,4_5,2,2.0,5,0.0
24,4_6,2,2.0,5,0.0
24,4_7,2,1.8,5,0.19999999999999996
24,4_8,2,2.0,5,0.0
24,4_9,2,2.0,5,0.0
24,4_10,2,2.0,5,0.0
25,0_4,4,None,0,None
25,0_5,2,None,0,None
25,0_16,4,None,0,None
25,0_18,5,None,0,None
25,0_20,3,None,0,None
25,0_21,3,None,0,None
25,0_31,4,None,0,None
25,0_38,4,None,0,None
25,0_40,3,None,0,None
25,0_48,2,None,0,None
25,0_52,5,None,0,None
25,0_58,7,None,0,None
25,0_59,3,None,0,None
25,0_61,4,None,0,None
25,0_65,5,None,0,None
25,0_91,3,None,0,None
25,0_94,7,None,0,None
25,0_99,4,None,0,None
25,1_15,5,None,0,None
25,1_24,7,None,0,None
25,1_36,5,None,0,None
25,1_45,4,None,0,None
25,1_47,2,None,0,None
25,1_62,7,None,0,None
25,1_66,7,None,0,None
25,1_77,7,None,0,None
25,1_85,4,None,0,None
25,1_86,7,None,0,None
25,1_97,3,None,0,None
25,2_7,5,None,0,None
25,2_11,3,None,0,None
25,2_14,4,2.6,5,1.4
25,2_19,2,3.4,5,-1.4
25,2_20,4,3.0,5,1.0
25,2_23,2,3.4,5,-1.4
25,2_24,4,3.2,5,0.7999999999999998
25,2_39,5,4.4,5,0.5999999999999996
25,2_40,4,4.2,5,-0.20000000000000018
25,2_53,4,3.4,5,0.6000000000000001
25,2_59,4,4.4,5,-0.40000000000000036
25,2_64,6,4.0,5,2.0
25,2_68,2,3.0,5,-1.0
25,2_69,2,3.2,5,-1.2000000000000002
25,2_74,2,2.4,5,-0.3999999999999999
25,2_77,5,4.8,5,0.20000000000000018
25,2_96,2,3.0,5,-1.0
25,2_99,3,2.4,5,0.6000000000000001
25,4_1,4,None,0,None
25,4_2,2,None,0,None
25,4_3,2,None,0,None
25,4_4,2,None,0,None
25,4_5,3,None,0,None
25,4_6,2,None,0,None
25,4_7,2,None,0,None
25,4_8,2,None,0,None
25,4_9,2,None,0,None
25,4_10,2,None,0,None
26,0_4,2,3.0,5,-1.0
26,0_5,2,3.6,5,-1.6
26,0_16,4,4.0,5,0.0
26,0_18,7,5.8,5,1.2000000000000002
26,0_20,3,3.2,5,-0.20000000000000018
26,0_21,3,3.2,5,-0.20000000000000018
26,0_31,5,4.8,5,0.20000000000000018
26,0_38,7,5.4,5,1.5999999999999996
26,0_40,3,3.4,5,-0.3999999999999999
26,0_48,7,6.8,5,0.20000000000000018
26,0_52,2,3.0,5,-1.0
26,0_58,2,4.8,5,-2.8
