Participant,adherhent_Q#,P2_rating,P1_5_Q_avg,P1_Q_#,delta
39,1_66,5,None,0,None
39,1_77,4,None,0,None
39,1_85,3,None,0,None
39,1_86,3,None,0,None
39,1_97,4,None,0,None
39,2_7,4,None,0,None
39,2_11,3,None,0,None
39,2_14,2,None,0,None
39,2_19,3,None,0,None
39,2_20,4,None,0,None
39,2_23,3,None,0,None
39,2_24,4,None,0,None
39,2_39,4,None,0,None
39,2_40,3,None,0,None
39,2_53,3,None,0,None
39,2_59,4,3.0,5,1.0
39,2_64,4,3.2,5,0.7999999999999998
39,2_68,3,4.6,5,-1.5999999999999996
39,2_69,5,4.6,5,0.40000000000000036
39,2_74,6,3.8,5,2.2
39,2_77,5,3.8,5,1.2000000000000002
39,2_96,3,4.6,5,-1.5999999999999996
39,2_99,3,4.0,5,-1.0
39,4_1,3,4.8,5,-1.7999999999999998
39,4_2,5,4.4,5,0.5999999999999996
39,4_3,5,4.0,5,1.0
39,4_4,5,5.0,5,0.0
39,4_5,4,3.2,5,0.7999999999999998
39,4_6,5,3.8,5,1.2000000000000002
39,4_7,5,3.4,5,1.6
39,4_8,3,3.8,5,-0.7999999999999998
39,4_9,3,3.4,5,-0.3999999999999999
39,4_10,4,3.8,5,0.20000000000000018
40,0_4,4,4.4,5,-0.40000000000000036
40,0_5,3,4.2,5,-1.2000000000000002
40,0_16,5,4.2,5,0.7999999999999998
40,0_18,3,4.8,5,-1.7999999999999998
40,0_20,3,4.0,5,-1.0
40,0_21,5,5.2,5,-0.20000000000000018
40,0_31,3,5.8,5,-2.8
40,0_38,7,6.2,5,0.7999999999999998
40,0_40,7,4.6,5,2.4000000000000004
40,0_48,7,None,0,None
40,0_52,2,None,0,None
40,0_58,5,None,0,None
40,0_59,2,None,0,None
40,0_61,5,None,0,None
40,0_65,6,None,0,None
40,0_91,2,None,0,None
40,0_94,2,None,0,None
40,0_99,7,None,0,None
40,1_15,7,None,0,None
40,1_24,7,None,0,None
40,1_36,7,None,0,None
40,1_45,5,None,0,None
40,1_47,6,None,0,None
40,1_62,6,None,0,None
40,1_66,6,None,0,None
40,1_77,7,None,0,None
40,1_85,5,None,0,None
40,1_86,4,None,0,None
40,1_97,5,None,0,None
40,2_7,5,None,0,None
40,2_11,3,None,0,None
40,2_14,2,None,0,None
40,2_19,2,None,0,None
40,2_20,2,None,0,None
40,2_23,5,None,0,None
40,2_24,2,None,0,None
40,2_39,2,None,0,None
40,2_40,3,None,0,None
40,2_53,4,None,0,None
40,2_59,2,None,0,None
40,2_64,3,None,0,None
40,2_68,3,None,0,None
40,2_69,2,None,0,None
40,2_74,3,None,0,None
40,2_77,2,None,0,None
40,2_96,3,None,0,None
40,2_99,5,None,0,None
40,4_1,2,2.8,5,-0.7999999999999998
40,4_2,3,3.6,5,-0.6000000000000001
40,4_3,2,2.4,5,-0.3999999999999999
40,4_4,3,3.8,5,-0.7999999999999998
40,4_5,3,4.2,5,-1.2000000000000002
40,4_6,3,3.8,5,-0.7999999999999998
40,4_7,2,2.0,5,0.0
40,4_8,2,2.2,5,-0.20000000000000018
40,4_9,2,2.0,5,0.0
40,4_10,2,2.0,5,0.0
41,0_4,7,None,0,None
41,0_5,3,None,0,None
41,0_16,6,None,0,None
41,0_18,7,None,0,None
41,0_20,6,None,0,None
41,0_21,5,None,0,None
41,0_31,7,None,0,None
41,0_38,7,None,0,None
41,0_40,6,None,0,None
41,0_48,7,None,0,None
41,0_52,6,None,0,None
41,0_58,6,None,0,None
41,0_59,6,None,0,None
41,0_61,5,None,0,None
41,0_65,4,None,0,None
41,0_91,2,None,0,None
41,0_94,7,None,0,None
41,0_99,6,None,0,None
41,1_15,7,6.2,5,0.7999999999999998
41,1_24,7,4.6,5,2.4000000000000004
41,1_36,6,4.6,5,1.4000000000000004
41,1_45,7,2.4,5,4.6
41,1_47,7,3.2,5,3.8
41,1_62,7,4.6,5,2.4000000000000004
41,1_66,7,6.0,5,1.0
41,1_77,7,5.4,5,1.5999999999999996
41,1_85,7,4.0,5,3.0
41,1_86,7,3.0,5,4.0
41,1_97,4,3.0,5,1.0
41,2_7,4,2.2,5,1.7999999999999998
41,2_11,3,2.0,5,1.0
41,2_14,2,None,0,None
41,2_19,6,None,0,None
41,2_20,3,None,0,None
41,2_23,6,None,0,None
41,2_24,3,None,0,None
41,2_39,6,None,0,None
41,2_40,7,None,0,None
41,2_53,5,None,0,None
41,2_59,7,None,0,None
41,2_64,5,None,0,None
41,2_68,2,None,0,None
41,2_69,2,None,0,None
41,2_74,2,None,0,None
41,2_77,4,None,0,None
41,2_96,2,None,0,None
41,2_99,2,None,0,None
41,4_1,2,None,0,None
41,4_2,2,None,0,None
41,4_3,2,None,0,None
41,4_4,2,None,0,None
41,4_5,2,None,0,None
41,4_6,2,None,0,None
41,4_7,3,None,0,None
41,4_8,2,None,0,None
41,4_9,2,None,0,None
41,4_10,2,None,0,None
42,0_4,4,None,0,None
42,0_5,3,None,0,None
42,0_16,4,None,0,None
42,0_18,4,None,0,None
42,0_20,2,None,0,None
42,0_21,3,None,0,None
42,0_31,3,None,0,None
42,0_38,5,None,0,None
42,0_40,4,None,0,None
42,0_48,4,None,0,None
42,0_52,4,None,0,None
42,0_58,4,None,0,None
42,0_59,3,None,0,None
42,0_61,4,None,0,None
42,0_65,3,None,0,None
42,0_91,2,None,0,None
42,0_94,3,None,0,None
42,0_99,4,None,0,None
42,1_15,5,None,0,None
42,1_24,4,None,0,None
42,1_36,3,None,0,None
42,1_45,5,None,0,None
42,1_47,5,None,0,None
42,1_62,5,None,0,None
42,1_66,2,None,0,None
42,1_77,4,None,0,None
42,1_85,4,None,0,None
42,1_86,4,None,0,None
42,1_97,4,None,0,None
42,2_7,3,None,0,None
42,2_11,2,None,0,None
42,2_14,2,2.4,5,-0.3999999999999999
42,2_19,5,2.4,5,2.6
42,2_20,3,2.6,5,0.3999999999999999
42,2_23,2,2.0,5,0.0
42,2_24,2,2.0,5,0.0
42,2_39,3,2.4,5,0.6000000000000001
42,2_40,3,2.6,5,0.3999999999999999
42,2_53,4,2.2,5,1.7999999999999998
42,2_59,2,2.6,5,-0.6000000000000001
42,2_64,3,3.6,5,-0.6000000000000001
42,2_68,2,1.8,5,0.19999999999999996
42,2_69,2,2.4,5,-0.3999999999999999
42,2_74,2,2.0,5,0.0
42,2_77,4,3.6,5,0.3999999999999999
42,2_96,2,2.0,5,0.0
42,2_99,3,2.0,5,1.0
42,4_1,2,None,0,None
42,4_2,2,None,0,None
42,4_3,2,None,0,None
42,4_4,3,None,0,None
42,4_5,4,None,0,None
42,4_6,3,None,0,None
42,4_7,2,None,0,None
42,4_8,2,None,0,None
42,4_9,3,None,0,None
42,4_10,2,None,0,None
43,0_4,6,4.0,5,2.0
43,0_5,6,3.0,5,3.0
43,0_16,6,4.8,5,1.2000000000000002
43,0_18,5,6.6,5,-1.5999999999999996
43,0_20,3,4.8,5,-1.7999999999999998
43,0_21,5,5.6,5,-0.5999999999999996
43,0_31,7,6.2,5,0.7999999999999998
43,0_38,7,6.0,5,1.0
43,0_40,4,6.0,5,-2.0
43,0_48,7,None,0,None
43,0_52,5,None,0,None
43,0_58,5,None,0,None
43,0_59,7,None,0,None
43,0_61,6,None,0,None
43,0_65,6,None,0,None
43,0_91,7,None,0,None
43,0_94,6,None,0,None
43,0_99,6,None,0,None
43,1_15,7,None,0,None
43,1_24,7,None,0,None
43,1_36,5,None,0,None
43,1_45,6,None,0,None
43,1_47,6,None,0,None
43,1_62,7,None,0,None
43,1_66,7,None,0,None
43,1_77,7,None,0,None
43,1_85,3,None,0,None
43,1_86,7,None,0,None
43,1_97,7,None,0,None
43,2_7,6,None,0,None
43,2_11,3,None,0,None
43,2_14,3,None,0,None
43,2_19,5,None,0,None
43,2_20,5,None,0,None
43,2_23,4,None,0,None
43,2_24,5,None,0,None
43,2_39,7,None,0,None
43,2_40,7,None,0,None
43,2_53,4,None,0,None
43,2_59,4,None,0,None
43,2_64,5,None,0,None
43,2_68,3,None,0,None
43,2_69,3,None,0,None
43,2_74,3,None,0,None
43,2_77,3,None,0,None
43,2_96,2,None,0,None
43,2_99,5,None,0,None
43,4_1,3,3.4,5,-0.3999999999999999
43,4_2,3,2.6,5,0.3999999999999999
43,4_3,2,2.8,5,-0.7999999999999998
43,4_4,2,3.4,5,-1.4
43,4_5,3,4.0,5,-1.0
43,4_6,3,3.4,5,-0.3999999999999999
43,4_7,2,2.6,5,-0.6000000000000001
43,4_8,2,2.4,5,-0.3999999999999999
43,4_9,2,2.4,5,-0.3999999999999999
43,4_10,2,2.2,5,-0.20000000000000018
44,0_4,5,None,0,None
44,0_5,5,None,0,None
44,0_16,5,None,0,None
44,0_18,6,None,0,None
44,0_20,5,None,0,None
44,0_21,7,None,0,None
44,0_31,7,None,0,None
44,0_38,7,None,0,None
44,0_40,6,None,0,None
44,0_48,7,None,0,None
44,0_52,3,None,0,None
44,0_58,2,None,0,None
44,0_59,7,None,0,None
44,0_61,7,None,0,None
44,0_65,6,None,0,None
44,0_91,7,None,0,None
44,0_94,1,None,0,None
44,0_99,7,None,0,None
44,1_15,6,None,0,None
44,1_24,7,None,0,None
44,1_36,5,None,0,None
44,1_45,6,None,0,None
44,1_47,5,None,0,None
44,1_62,5,None,0,None
44,1_66,5,5.8,5,-0.7999999999999998
44,1_77,7,4.2,5,2.8
44,1_85,6,4.8,5,1.2000000000000002
44,1_86,6,4.4,5,1.5999999999999996
44,1_97,2,4.2,5,-2.2
44,2_7,3,2.8,5,0.20000000000000018
44,2_11,4,4.0,5,0.0
44,2_14,2,2.0,5,0.0
44,2_19,6,3.8,5,2.2
44,2_20,4,3.2,5,0.7999999999999998
44,2_23,6,3.4,5,2.6
44,2_24,3,3.2,5,-0.20000000000000018
44,2_39,3,3.8,5,-0.7999999999999998
44,2_40,7,4.2,5,2.8
44,2_53,4,3.2,5,0.7999999999999998
44,2_59,7,None,0,None
44,2_64,5,None,0,None
44,2_68,3,None,0,None
44,2_69,2,None,0,None
44,2_74,6,None,0,None
44,2_77,5,None,0,None
44,2_96,3,None,0,None
44,2_99,4,None,0,None
44,4_1,2,None,0,None
44,4_2,2,None,0,None
44,4_3,2,None,0,None
44,4_4,3,None,0,None
44,4_5,3,None,0,None
44,4_6,3,None,0,None
44,4_7,2,None,0,None
44,4_8,2,None,0,None
44,4_9,2,None,0,None
44,4_10,2,None,0,None
45,0_4,5,None,0,None
45,0_5,4,None,0,None
45,0_16,4,None,0,None
45,0_18,4,None,0,None
45,0_20,4,None,0,None
45,0_21,3,None,0,None
45,0_31,5,None,0,None
45,0_38,4,None,0,None
45,0_40,4,None,0,None
45,0_48,4,None,0,None
45,0_52,4,None,0,None
45,0_58,4,None,0,None
45,0_59,4,None,0,None
45,0_61,5,None,0,None
45,0_65,4,None,0,None
45,0_91,3,None,0,None
45,0_94,4,None,0,None
45,0_99,4,None,0,None
45,1_15,4,None,0,None
45,1_24,4,None,0,None
45,1_36,5,None,0,None
45,1_45,4,None,0,None
45,1_47,4,None,0,None
45,1_62,5,None,0,None
45,1_66,5,None,0,None
45,1_77,4,None,0,None
45,1_85,4,None,0,None
45,1_86,4,None,0,None
45,1_97,4,None,0,None
45,2_7,5,None,0,None
45,2_11,5,None,0,None
45,2_14,4,None,0,None
45,2_19,4,None,0,None
45,2_20,4,None,0,None
45,2_23,5,None,0,None
45,2_24,4,None,0,None
45,2_39,5,None,0,None
45,2_40,4,None,0,None
45,2_53,4,None,0,None
45,2_59,4,4.2,5,-0.20000000000000018
45,2_64,5,4.2,5,0.7999999999999998
45,2_68,5,4.0,5,1.0
45,2_69,4,4.0,5,0.0
45,2_74,5,4.0,5,1.0
45,2_77,4,4.2,5,-0.20000000000000018
45,2_96,4,4.4,5,-0.40000000000000036
45,2_99,5,4.0,5,1.0
45,4_1,4,4.4,5,-0.40000000000000036
45,4_2,4,4.6,5,-0.5999999999999996
45,4_3,4,4.4,5,-0.40000000000000036
45,4_4,4,4.4,5,-0.40000000000000036
45,4_5,5,4.0,5,1.0
45,4_6,5,4.2,5,0.7999999999999998
45,4_7,4,4.0,5,0.0
45,4_8,4,4.0,5,0.0
45,4_9,3,3.8,5,-0.7999999999999998
45,4_10,4,4.4,5,-0.40000000000000036
46,0_4,4,None,0,None
46,0_5,4,None,0,None
46,0_16,7,None,0,None
46,0_18,7,None,0,None
46,0_20,6,None,0,None
46,0_21,7,None,0,None
46,0_31,6,None,0,None
46,0_38,6,None,0,None
46,0_40,6,None,0,None
46,0_48,4,None,0,None
46,0_52,4,None,0,None
46,0_58,6,None,0,None
46,0_59,6,None,0,None
46,0_61,7,None,0,None
46,0_65,7,None,0,None
46,0_91,2,None,0,None
46,0_94,6,None,0,None
46,0_99,6,None,0,None
46,1_15,6,None,0,None
46,1_24,7,None,0,None
46,1_36,7,None,0,None
46,1_45,6,None,0,None
46,1_47,7,None,0,None
46,1_62,7,None,0,None
46,1_66,7,None,0,None
46,1_77,7,None,0,None
46,1_85,3,None,0,None
46,1_86,7,None,0,None
46,1_97,4,None,0,None
46,2_7,7,None,0,None
46,2_11,3,None,0,None
46,2_14,2,None,0,None
46,2_19,2,None,0,None
46,2_20,4,None,0,None
46,2_23,6,None,0,None
46,2_24,3,None,0,None
46,2_39,7,None,0,None
46,2_40,7,None,0,None
46,2_53,5,None,0,None
46,2_59,7,4.4,5,2.5999999999999996
46,2_64,7,4.6,5,2.4000000000000004
46,2_68,2,2.4,5,-0.3999999999999999
46,2_69,3,2.2,5,0.7999999999999998
46,2_74,2,2.8,5,-0.7999999999999998
46,2_77,5,5.4,5,-0.40000000000000036
46,2_96,2,2.8,5,-0.7999999999999998
46,2_99,6,4.8,5,1.2000000000000002
46,4_1,2,2.2,5,-0.20000000000000018
46,4_2,5,2.4,5,2.6
46,4_3,2,2.0,5,0.0
46,4_4,2,2.0,5,0.0
46,4_5,2,2.2,5,-0.20000000000000018
46,4_6,2,2.2,5,-0.20000000000000018
46,4_7,2,2.2,5,-0.20000000000000018
46,4_8,2,2.0,5,0.0
46,4_9,2,2.0,5,0.0
46,4_10,2,2.8,5,-0.7999999999999998
47,0_4,4,4.0,5,0.0
47,0_5,4,3.0,5,1.0
47,0_16,4,4.2,5,-0.20000000000000018
47,0_18,4,4.4,5,-0.40000000000000036
47,0_20,6,3.6,5,2.4
47,0_21,4,4.8,5,-0.7999999999999998
47,0_31,5,4.8,5,0.20000000000000018
47,0_38,5,5.8,5,-0.7999999999999998
47,0_40,7,4.2,5,2.8
47,0_48,7,None,0,None
47,0_52,6,None,0,None
47,0_58,4,None,0,None
47,0_59,5,None,0,None
47,0_61,6,None,0,None
47,0_65,3,None,0,None
47,0_91,6,None,0,None
47,0_94,5,None,0,None
47,0_99,6,None,0,None
47,1_15,5,None,0,None
47,1_24,7,None,0,None
47,1_36,6,None,0,None
47,1_45,5,None,0,None
47,1_47,5,None,0,None
47,1_62,7,None,0,None
47,1_66,5,None,0,None
47,1_77,7,None,0,None
47,1_85,7,None,0,None
47,1_86,4,None,0,None
47,1_97,6,None,0,None
47,2_7,6,None,0,None
47,2_11,4,None,0,None
47,2_14,3,None,0,None
47,2_19,4,None,0,None
47,2_20,5,None,0,None
47,2_23,5,None,0,None
47,2_24,4,None,0,None
47,2_39,5,None,0,None
47,2_40,5,None,0,None
47,2_53,6,None,0,None
47,2_59,5,None,0,None
47,2_64,6,None,0,None
47,2_68,5,None,0,None
47,2_69,4,None,0,None
47,2_74,4,None,0,None
47,2_77,4,None,0,None
47,2_96,6,None,0,None
47,2_99,4,None,0,None
47,4_1,3,3.2,5,-0.20000000000000018
47,4_2,3,3.2,5,-0.20000000000000018
47,4_3,3,2.6,5,0.3999999999999999
47,4_4,2,2.2,5,-0.20000000000000018
47,4_5,4,2.2,5,1.7999999999999998
47,4_6,2,2.6,5,-0.6000000000000001
47,4_7,2,2.4,5,-0.3999999999999999
47,4_8,3,2.0,5,1.0
47,4_9,2,2.2,5,-0.20000000000000018
47,4_10,2,2.0,5,0.0
48,0_4,5,5.6,5,-0.5999999999999996
48,0_5,7,6.6,5,0.40000000000000036
48,0_16,7,6.0,5,1.0
48,0_18,6,5.8,5,0.20000000000000018
48,0_20,5,5.6,5,-0.5999999999999996
48,0_21,4,6.0,5,-2.0
48,0_31,4,6.4,5,-2.4000000000000004
48,0_38,6,6.2,5,-0.20000000000000018
48,0_40,5,6.6,5,-1.5999999999999996
48,0_48,3,None,0,None
48,0_52,4,None,0,None
48,0_58,4,None,0,None
48,0_59,6,None,0,None
48,0_61,7,None,0,None
48,0_65,6,None,0,None
48,0_91,7,None,0,None
48,0_94,6,None,0,None
48,0_99,7,None,0,None
48,1_15,6,None,0,None
48,1_24,4,None,0,None
48,1_36,7,None,0,None
48,1_45,3,None,0,None
48,1_47,4,None,0,None
48,1_62,7,None,0,None
48,1_66,4,None,0,None
48,1_77,5,None,0,None
48,1_85,6,None,0,None
48,1_86,3,None,0,None
48,1_97,7,None,0,None
48,2_7,7,None,0,None
48,2_11,4,None,0,None
48,2_14,7,None,0,None
48,2_19,5,None,0,None
48,2_20,5,None,0,None
48,2_23,2,None,0,None
48,2_24,7,None,0,None
48,2_39,5,None,0,None
48,2_40,4,None,0,None
48,2_53,4,None,0,None
48,2_59,4,None,0,None
48,2_64,7,None,0,None
48,2_68,6,None,0,None
48,2_69,4,None,0,None
48,2_74,6,None,0,None
48,2_77,7,None,0,None
48,2_96,5,None,0,None
48,2_99,7,None,0,None
48,4_1,5,6.2,5,-1.2000000000000002
48,4_2,6,6.0,5,0.0
48,4_3,6,5.8,5,0.20000000000000018
48,4_4,7,5.2,5,1.7999999999999998
48,4_5,5,6.2,5,-1.2000000000000002
48,4_6,7,6.2,5,0.7999999999999998
48,4_7,6,6.6,5,-0.5999999999999996
48,4_8,5,4.8,5,0.20000000000000018
48,4_9,3,5.8,5,-2.8
48,4_10,4,6.4,5,-2.4000000000000004
49,0_4,5,None,0,None
49,0_5,2,None,0,None
49,0_16,5,None,0,None
49,0_18,5,None,0,None
49,0_20,2,None,0,None
49,0_21,7,None,0,None
49,0_31,5,None,0,None
49,0_38,5,None,0,None
49,0_40,2,None,0,None
49,0_48,6,None,0,None
49,0_52,4,None,0,None
49,0_58,3,None,0,None
49,0_59,5,None,0,None
49,0_61,3,None,0,None
49,0_65,5,None,0,None
49,0_91,4,None,0,None
49,0_94,4,None,0,None
49,0_99,3,None,0,None
49,1_15,4,None,0,None
49,1_24,6,None,0,None
49,1_36,4,None,0,None
49,1_45,6,None,0,None
49,1_47,5,None,0,None
49,1_62,4,None,0,None
49,1_66,5,6.0,5,-1.0
49,1_77,4,5.8,5,-1.7999999999999998
49,1_85,5,4.4,5,0.5999999999999996
49,1_86,3,4.2,5,-1.2000000000000002
49,1_97,5,4.2,5,0.7999999999999998
49,2_7,7,2.0,5,5.0
49,2_11,5,3.0,5,2.0
49,2_14,6,3.0,5,3.0
49,2_19,3,3.0,5,0.0
49,2_20,4,3.8,5,0.20000000000000018
49,2_23,5,4.2,5,0.7999999999999998
49,2_24,3,3.2,5,-0.20000000000000018
49,2_39,5,4.2,5,0.7999999999999998
49,2_40,2,4.8,5,-2.8
49,2_53,6,3.8,5,2.2
49,2_59,4,None,0,None
49,2_64,7,None,0,None
49,2_68,5,None,0,None
49,2_69,4,None,0,None
49,2_74,2,None,0,None
49,2_77,2,None,0,None
49,2_96,5,None,0,None
49,2_99,5,None,0,None
49,4_1,2,None,0,None
49,4_2,2,None,0,None
49,4_3,2,None,0,None
49,4_4,2,None,0,None
49,4_5,3,None,0,None
49,4_6,3,None,0,None
49,4_7,2,None,0,None
49,4_8,2,None,0,None
49,4_9,2,None,0,None
49,4_10,2,None,0,None
50,0_4,4,3.8,5,0.20000000000000018
50,0_5,2,2.4,5,-0.3999999999999999
50,0_16,4,4.4,5,-0.40000000000000036
50,0_18,6,4.6,5,1.4000000000000004
50,0_20,3,2.6,5,0.3999999999999999
50,0_21,4,3.6,5,0.3999999999999999
50,0_31,5,4.6,5,0.40000000000000036
50,0_38,4,5.2,5,-1.2000000000000002
50,0_40,2,4.6,5,-2.5999999999999996
50,0_48,6,5.4,5,0.5999999999999996
50,0_52,3,3.6,5,-0.6000000000000001
50,0_58,4,4.8,5,-0.7999999999999998
50,0_59,5,4.2,5,0.7999999999999998
50,0_61,2,4.2,5,-2.2
50,0_65,6,6.2,5,-0.20000000000000018
50,0_91,2,3.6,5,-1.6
50,0_94,5,5.2,5,-0.20000000000000018
50,0_99,7,5.4,5,1.5999999999999996
50,1_15,7,None,0,None
50,1_24,7,None,0,None
50,1_36,4,None,0,None
50,1_45,3,None,0,None
50,1_47,3,None,0,None
50,1_62,3,None,0,None
50,1_66,6,None,0,None
50,1_77,3,None,0,None
50,1_85,4,None,0,None
50,1_86,4,None,0,None
50,1_97,3,None,0,None
50,2_7,3,None,0,None
50,2_11,2,None,0,None
50,2_14,3,None,0,None
50,2_19,4,None,0,None
50,2_20,2,None,0,None
50,2_23,3,None,0,None
50,2_24,2,None,0,None
50,2_39,3,None,0,None
50,2_40,2,None,0,None
50,2_53,3,None,0,None
50,2_59,4,None,0,None
50,2_64,4,None,0,None
50,2_68,3,None,0,None
50,2_69,2,None,0,None
50,2_74,3,None,0,None
50,2_77,4,None,0,None
50,2_96,2,None,0,None
50,2_99,2,None,0,None
50,4_1,2,None,0,None
50,4_2,2,None,0,None
50,4_3,2,None,0,None
50,4_4,3,None,0,None
50,4_5,4,None,0,None
50,4_6,2,None,0,None
50,4_7,2,None,0,None
50,4_8,2,None,0,None
50,4_9,2,None,0,None
50,4_10,2,None,0,None
51,0_4,7,None,0,None
51,0_5,3,None,0,None
51,0_16,6,None,0,None
51,0_18,7,None,0,None
51,0_20,5,None,0,None
51,0_21,6,None,0,None
51,0_31,6,None,0,None
51,0_38,6,None,0,None
51,0_40,7,None,0,None
51,0_48,7,None,0,None
51,0_52,5,None,0,None
51,0_58,6,None,0,None
51,0_59,4,None,0,None
51,0_61,6,None,0,None
51,0_65,7,None,0,None
51,0_91,7,None,0,None
51,0_94,6,None,0,None
51,0_99,5,None,0,None
51,1_15,7,6.4,5,0.5999999999999996
51,1_24,6,5.6,5,0.40000000000000036
51,1_36,5,5.4,5,-0.40000000000000036
51,1_45,7,3.4,5,3.6
51,1_47,7,3.6,5,3.4
51,1_62,7,5.4,5,1.5999999999999996
51,1_66,7,6.2,5,0.7999999999999998
51,1_77,7,6.0,5,1.0
51,1_85,6,5.6,5,0.40000000000000036
51,1_86,5,4.2,5,0.7999999999999998
51,1_97,6,5.2,5,0.7999999999999998
51,2_7,3,2.4,5,0.6000000000000001
51,2_11,3,2.8,5,0.20000000000000018
51,2_14,4,None,0,None
51,2_19,4,None,0,None
51,2_20,7,None,0,None
51,2_23,6,None,0,None
51,2_24,3,None,0,None
51,2_39,6,None,0,None
51,2_40,7,None,0,None
51,2_53,3,None,0,None
51,2_59,5,None,0,None
51,2_64,5,None,0,None
51,2_68,4,None,0,None
51,2_69,4,None,0,None
51,2_74,4,None,0,None
51,2_77,5,None,0,None
51,2_96,3,None,0,None
51,2_99,5,None,0,None
51,4_1,4,None,0,None
51,4_2,3,None,0,None
51,4_3,3,None,0,None
51,4_4,3,None,0,None
51,4_5,4,None,0,None
51,4_6,3,None,0,None
51,4_7,4,None,0,None
51,4_8,4,None,0,None
51,4_9,3,None,0,None
51,4_10,2,None,0,None
